EventNumber,EventName,RandomSeed,EventWeight,Primary [Type],Energy [EeV],Zenith [Deg],"Azimuth [Deg, Geomagnetic]",Model,Xmax [g/cm2],XmaxAltitude [km],XmaxDistance [km]
146,Xi_Sib_Proton_0.259_76.1_236.0_146,0.5836876580,1,Proton,0.2586240987351588,76.08659631995128,235.97881913175948,Sib,697.934801433199,12.797934887394149,46.731293244677396
147,Xi_Sib_Iron_0.134_84.8_15.22_147,0.9248265264,1,Iron,0.13364614443425707,84.83945686010046,15.216652534493802,Sib,581.3054731885517,18.50790223814238,166.32382849593404
148,Xi_Sib_Proton_3.01_73.2_196.4_148,0.2070679693,1,Proton,3.012485163543219,73.15826012800625,196.3893353556002,Sib,759.7776451681692,11.171553961474274,33.449368702757866
149,Xi_Sib_Iron_0.658_87.8_336.6_149,0.2128719625,1,Iron,0.6575653961122175,87.79191915729419,336.6118997235618,Sib,621.4404591412159,19.77508970792678,297.4387709348606
150,Xi_Sib_Proton_0.276_86.4_271.9_150,0.8883658683,1,Proton,0.27642119775696067,86.4369055018037,271.94083954379926,Sib,699.6111379796055,18.380809126376334,215.15348036369548
151,Xi_Sib_Iron_0.115_74.2_308.0_151,0.3102410200,1,Iron,0.11469297299871888,74.2109630819631,307.97393721369843,Sib,577.4531350027086,13.274593972642833,43.14504090437607
152,Xi_Sib_Proton_0.0541_68.2_338.5_152,0.0580116994,1,Proton,0.05414817681134838,68.23138608618277,338.54485662079907,Sib,658.5478626246247,10.583817924057257,24.652885338039813
153,Xi_Sib_Iron_0.0841_84.5_214.3_153,0.7711714525,1,Iron,0.08414422041185433,84.498343320728,214.29603977395428,Sib,569.6514088829286,18.419101369698183,157.46025398580935
154,Xi_Sib_Proton_0.0874_84.4_230.6_154,0.9221091459,1,Proton,0.08742427582137666,84.44032357962813,230.63204321553263,Sib,670.6146585241402,17.39836388007552,147.67673228918778
155,Xi_Sib_Iron_2.65_87.8_178.2_155,0.4023806462,1,Iron,2.6540372239588956,87.80002884446365,178.1885192946985,Sib,656.586606564287,19.46206092716693,294.23338150489934
156,Xi_Sib_Proton_1.3_62.8_281.4_156,0.5766064012,1,Proton,1.3021144083087874,62.84342886361693,281.3528679103267,Sib,738.6496503830307,8.50295980959072,15.529423499515884
157,Xi_Sib_Iron_0.502_78.2_307.1_157,0.6974053776,1,Iron,0.5023541813695831,78.22023121790157,307.0655431927664,Sib,614.6585812459526,14.513868031363927,62.787241216967935
158,Xi_Sib_Proton_0.42_85.9_157.9_158,0.7219979870,1,Proton,0.4201449659786579,85.92289897417922,157.87187183564762,Sib,710.1571515325797,17.984112669205388,192.614645968378
159,Xi_Sib_Iron_0.293_78.2_107.9_159,0.1686647859,1,Iron,0.2931909191144199,78.15071629887983,107.86250817664184,Sib,601.0947298669466,14.621898740813776,62.94379190932134
160,Xi_Sib_Proton_0.0914_81.6_80.95_160,0.2470464057,1,Proton,0.09135626478613235,81.59255737665067,80.95108958103246,Sib,671.7228234066707,15.677347883883158,93.1059600638515
161,Xi_Sib_Iron_2.06_73.4_228.4_161,0.7452336695,1,Iron,2.0581071242579276,73.44989277454965,228.44146505384202,Sib,650.181142607799,12.255823560411045,37.750088698808696
162,Xi_Sib_Proton_0.284_86.8_295.6_162,0.4586236199,1,Proton,0.2839854714356141,86.78800205939612,295.6147025800658,Sib,700.2911750940981,18.5765977910969,231.75589195131693
163,Xi_Sib_Iron_0.181_79.0_140.5_163,0.1463145297,1,Iron,0.18065699856961012,79.03241223609368,140.50173816191014,Sib,588.8975778547883,15.162516135193982,70.37338822213499
164,Xi_Sib_Proton_0.379_76.4_12.18_164,0.9502768779,1,Proton,0.37913316263820007,76.38590752275265,12.176203365970814,Sib,707.5699228726515,12.833885926584117,47.856189063035465
165,Xi_Sib_Iron_0.191_79.9_284.0_165,0.3566674465,1,Iron,0.19144290988072296,79.90663903214362,283.98623783567217,Sib,590.35827863526,15.57807991079062,78.249448858645
166,Xi_Sib_Proton_0.37_83.2_146.2_166,0.5919084224,1,Proton,0.3695769443418199,83.21251743480813,146.2206080686903,Sib,706.926882483276,16.315526000216778,117.22710114104497
167,Xi_Sib_Iron_1.21_85.4_285.6_167,0.6853837199,1,Iron,1.2072319715847646,85.44601935007479,285.6328803390737,Sib,636.7438622533624,18.337924516948988,181.1744169176725
168,Xi_Sib_Proton_0.741_64.9_329.7_168,0.0972784422,1,Proton,0.7413513418960297,64.90811121519862,329.6515502303795,Sib,724.4613965239112,9.120799759714828,18.15641053748054
169,Xi_Sib_Iron_2.88_72.9_310.8_169,0.0728640645,1,Iron,2.884654268511501,72.94754180111899,310.8285157362167,Sib,658.6854386346397,12.001366895322462,35.83806276870884
170,Xi_Sib_Proton_0.479_86.9_322.9_170,0.2956432803,1,Proton,0.4789480114471713,86.88582763298574,322.9153417034177,Sib,713.4567257177421,18.522635861668277,235.5034510207665
171,Xi_Sib_Iron_2.59_85.2_45.98_171,0.4502244441,1,Iron,2.5899868081127124,85.22828090457348,45.98071309198201,Sib,655.9712580185081,18.025190747428496,172.16000210123474
172,Xi_Sib_Proton_2.11_72.4_35.44_172,0.5242076947,1,Proton,2.1098908499433793,72.39906251547204,35.437131514958665,Sib,750.8070793453618,10.991138667998712,31.484896849087626
173,Xi_Sib_Iron_0.96_83.5_102.0_173,0.8257118494,1,Iron,0.9599565011348383,83.46655038161673,102.03836012821398,Sib,630.9705901400274,17.163747647592572,127.50269954701791
174,Xi_Sib_Proton_0.772_85.4_3.463_174,0.1991570481,1,Proton,0.7719961226783524,85.3734907810247,3.4627923792103044,Sib,725.4816769085785,17.515573631741063,171.45314869728855
175,Xi_Sib_Iron_0.896_68.7_296.7_175,0.4373265444,1,Iron,0.8964516638490337,68.6901761198361,296.6595779825484,Sib,629.2465589022082,10.996330555571149,26.277077962450875
176,Xi_Sib_Proton_0.995_85.5_83.37_176,0.2885084510,1,Proton,0.9950508301945452,85.48918314337008,83.36686144405468,Sib,731.8750254502181,17.536167415235468,174.90932067700973
177,Xi_Sib_Iron_2.08_73.8_220.1_177,0.7626676506,1,Iron,2.075051497853113,73.77698104767457,220.12323418909577,Sib,650.3876750017266,12.368597926772964,38.870384413670855
178,Xi_Sib_Proton_1.78_87.5_28.32_178,0.3010079375,1,Proton,1.7815627835805075,87.48954150421511,28.32273729173004,Sib,746.5464656451608,18.57797396119804,265.97787906202393
179,Xi_Sib_Iron_0.0468_81.3_0.7518_179,0.9417813598,1,Iron,0.046786175652074845,81.27097289245123,0.7517731892166557,Sib,554.8668177251715,16.681121287271708,96.04323187265744
180,Xi_Sib_Proton_2.59_64.5_140.7_180,0.0497223507,1,Proton,2.5909443591755834,64.49091525997025,140.7410630475162,Sib,755.980569020633,8.732399257796715,16.983431172106044
181,Xi_Sib_Iron_0.0889_86.0_273.1_181,0.2347676526,1,Iron,0.088926638624423,85.98035988199021,273.08821945601255,Sib,571.04384883963,19.3089461077725,207.6008200828185
182,Xi_Sib_Proton_0.149_50.4_105.0_182,0.4604862727,1,Proton,0.14911207797680648,50.37667622708915,105.02755284416733,Sib,684.0637437012379,6.724541763996058,8.344032805448942
183,Xi_Sib_Iron_1.12_73.0_67.17_183,0.7924104645,1,Iron,1.1233915014323477,73.04829293437007,67.17345292108857,Sib,634.9308057761706,12.267589803546798,36.93783645517186
184,Xi_Sib_Proton_0.0612_83.9_346.5_184,0.7853508714,1,Proton,0.06117919419131245,83.9368907657439,346.45310068716805,Sib,661.6230176432213,17.165255495491692,135.7531058860287
185,Xi_Sib_Iron_0.424_67.4_252.3_185,0.5562306621,1,Iron,0.42447259701675,67.37964287639728,252.33961786211745,Sib,610.4152801885449,10.841674052331655,24.444138543606364
186,Xi_Sib_Proton_0.132_80.8_30.01_186,0.8339833146,1,Proton,0.13231773875246208,80.81237836553483,30.011404191637364,Sib,681.0538480823136,15.162619179390276,82.91029590282986
187,Xi_Sib_Iron_0.0342_76.6_299.1_187,0.2820027882,1,Iron,0.03424949990314685,76.58492028989784,299.0959205124985,Sib,547.0099456003394,14.534177232496404,55.623828040823525
188,Xi_Sib_Proton_0.167_74.3_247.1_188,0.0365410846,1,Proton,0.16749344187146029,74.33672084355334,247.13237016435892,Sib,686.9918728121152,12.224551370746667,39.670090304396574
189,Xi_Sib_Iron_0.0682_84.3_1.705_189,0.6775947531,1,Iron,0.06816952069162185,84.30333289604019,1.7047939333069495,Sib,564.3482339449793,18.35540293005488,152.6279305396374
190,Xi_Sib_Proton_0.0658_87.7_261.0_190,0.7041241809,1,Proton,0.06581070186701453,87.66993130567752,261.02759952611353,Sib,663.4611983077926,19.34343826229815,285.0996302042974
191,Xi_Sib_Iron_0.0712_61.9_234.4_191,0.4628859662,1,Iron,0.07120456059373806,61.92298135806286,234.35949983791485,Sib,565.4454530225291,10.079600397198192,18.39754893246775
192,Xi_Sib_Proton_3.93_84.6_149.7_192,0.7468472620,1,Proton,3.93136831542542,84.55195492514189,149.73877090762124,Sib,766.483536524291,16.66452907893654,143.86376319890772
193,Xi_Sib_Iron_1.38_77.7_316.8_193,0.9016812227,1,Iron,1.383759769993682,77.68158571901465,316.82616600544253,Sib,640.1815206127923,14.016150226452737,57.95825330876847
194,Xi_Sib_Proton_1.45_73.2_263.8_194,0.0724747768,1,Proton,1.450280827711046,73.2148831087545,263.76347861857266,Sib,741.3642221342827,11.345906528989872,34.150744856712926
195,Xi_Sib_Iron_0.135_67.1_30.77_195,0.6653212904,1,Iron,0.13494777942495517,67.0890611519403,30.773859549944223,Sib,581.5496130711243,11.074763385689948,24.747134935909926
196,Xi_Sib_Proton_0.0319_63.4_322.1_196,0.0845769597,1,Proton,0.031924459769839174,63.35300733206624,322.05740692412337,Sib,645.2391662947388,9.52705902929938,18.075240811119006
197,Xi_Sib_Iron_0.0759_62.3_23.03_197,0.3671183309,1,Iron,0.07588413884709318,62.31177015982278,23.033926642750785,Sib,567.0487585803301,10.141370841989556,18.765833353272924
198,Xi_Sib_Proton_3.48_87.6_354.7_198,0.3923504572,1,Proton,3.477547568288206,87.60224354433821,354.7320781119188,Sib,763.3938385984393,18.5047218182317,271.3264575019112
199,Xi_Sib_Iron_0.0835_82.9_216.5_199,0.7557252296,1,Iron,0.0834669606152475,82.85944197316518,216.46731706925982,Sib,569.4478467589265,17.425845777630457,119.99761144128489
200,Xi_Sib_Proton_0.798_84.7_38.1_200,0.5058154341,1,Proton,0.7977441010969225,84.70721682090412,38.10447446868041,Sib,726.3080888867338,17.08682023584697,150.89704816747292
201,Xi_Sib_Iron_2.51_67.6_245.0_201,0.3988177963,1,Iron,2.5106582850109525,67.57756592627307,244.98310086574412,Sib,655.1876811924204,10.443947704224229,23.612621482853367
202,Xi_Sib_Proton_0.639_84.1_55.99_202,0.8148186759,1,Proton,0.6389400424147409,84.1166508325925,55.98857026346733,Sib,720.7166861624391,16.75973255072131,135.8911037705708
203,Xi_Sib_Iron_0.0423_84.6_339.5_203,0.8502492652,1,Iron,0.04225089934186524,84.62767628275458,339.5478439507292,Sib,552.298485544608,18.68555342583204,162.68986400018116
204,Xi_Sib_Proton_1.06_68.7_332.8_204,0.1050999412,1,Proton,1.063657493685981,68.7345182223916,332.7595116906046,Sib,733.5545046398308,10.036602890962058,23.707187985701868
205,Xi_Sib_Iron_1.78_86.9_101.7_205,0.0725807634,1,Iron,1.776405616474818,86.88015924186908,101.67068416890676,Sib,646.4734439817219,19.093947483101147,241.48714937883656
206,Xi_Sib_Proton_0.302_86.6_193.3_206,0.9366362330,1,Proton,0.3024810328187671,86.59344425837041,193.34914914482417,Sib,701.8804925405937,18.452775828956874,222.18279580677194
207,Xi_Sib_Iron_0.0355_85.7_14.92_207,0.8424911871,1,Iron,0.03545349020038479,85.74936178181032,14.924134097974374,Sib,547.8802217400341,19.41748146804639,200.76254939121944
208,Xi_Sib_Proton_0.038_87.9_286.5_208,0.0040302968,1,Proton,0.038031466228110725,87.87470740015672,286.45788793326807,Sib,649.6482980078492,19.555652672200267,299.9329643634816
209,Xi_Sib_Iron_0.0386_69.1_16.88_209,0.4745260060,1,Iron,0.0385541803075849,69.10847788352378,16.88408841461225,Sib,549.9921454986313,11.964902099946812,29.460368771098807
210,Xi_Sib_Proton_0.48_54.8_137.9_210,0.1518279310,1,Proton,0.4799521699401029,54.80780686323336,137.8733572157389,Sib,713.5094816527148,7.14070196996181,9.951948591403303
211,Xi_Sib_Iron_0.0444_72.1_203.9_211,0.3766730457,1,Iron,0.044369114838612056,72.1498980185097,203.9477861728077,Sib,553.5306843498205,12.836803726741891,36.99398988551561
212,Xi_Sib_Proton_1.1_64.0_51.47_212,0.2876646143,1,Proton,1.1003526038337148,64.0003916129658,51.46788002609064,Sib,734.4088487782153,8.811000771752333,16.86492568662787
213,Xi_Sib_Iron_0.164_65.6_4.502_213,0.0145306902,1,Iron,0.16383123335902938,65.59573909028906,4.502126714969554,Sib,586.435008642676,10.655357083092895,22.32236838879756
214,Xi_Sib_Proton_0.424_73.6_224.4_214,0.2751715042,1,Proton,0.42368274266289263,73.619091166619,224.44680118118404,Sib,710.3683649377904,11.756128654829809,36.382586832891896
215,Xi_Sib_Iron_1.14_86.0_246.7_215,0.9875974591,1,Iron,1.1400870614742253,86.0107938616901,246.7394990702099,Sib,635.3024049869011,18.695759296725555,202.63923472089263
216,Xi_Sib_Proton_2.1_71.2_122.0_216,0.9497599950,1,Proton,2.0992877508847005,71.21231506498961,121.96999312751063,Sib,750.6801743597712,10.612891733720062,28.429704443100444
217,Xi_Sib_Iron_0.195_87.2_332.7_217,0.3452136641,1,Iron,0.1952960080514827,87.17267372842717,332.67852456289125,Sib,590.8602152385091,19.77254793713837,262.9892766308294
218,Xi_Sib_Proton_0.133_77.2_130.1_218,0.8647172052,1,Proton,0.13324988423966128,77.23930768715402,130.09170097758172,Sib,681.2306767436098,13.43247068603523,53.509588908156594
219,Xi_Sib_Iron_0.0335_81.9_10.91_219,0.7309729843,1,Iron,0.03351676810093036,81.89843177957086,10.914111247027707,Sib,546.4652038040429,17.12375352797426,105.5120444180268
220,Xi_Sib_Proton_0.84_86.9_30.85_220,0.4929190002,1,Proton,0.8395324378572195,86.88477780833225,30.84750981869287,Sib,727.5941739020564,18.40789293841135,234.19466490812817
221,Xi_Sib_Iron_0.0455_72.3_276.1_221,0.6725818464,1,Iron,0.045529463816328046,72.27613924470988,276.11617175325495,Sib,554.1809670771347,12.870368666285685,37.352520181685605
222,Xi_Sib_Proton_0.0821_82.9_218.4_222,0.4925018404,1,Proton,0.0821368046807834,82.87330440305317,218.42329105772333,Sib,669.0431926173006,16.446749611165615,113.30604868689312
223,Xi_Sib_Iron_0.835_80.7_254.5_223,0.6353286338,1,Iron,0.8353202001684231,80.66796579855436,254.50253829247873,Sib,627.4674730649673,15.593786783985706,84.19897354407031
224,Xi_Sib_Proton_0.0367_87.2_313.4_224,0.8446707325,1,Proton,0.03674516391607206,87.17248756905167,313.42224378446633,Sib,648.7816109654314,19.22878789364586,256.92919897786726
225,Xi_Sib_Iron_0.225_65.1_310.4_225,0.4189536581,1,Iron,0.22534589614799513,65.07640326406504,310.35357676395375,Sib,594.4652798967413,10.447135915970648,21.398741271657038
226,Xi_Sib_Proton_0.0393_73.4_26.99_226,0.7945670462,1,Proton,0.039322845855760395,73.38636950932332,26.986966900374618,Sib,650.4894065703054,12.230775534805616,37.52665432569607
227,Xi_Sib_Iron_2.42_67.0_241.8_227,0.7053673872,1,Iron,2.4207422457754393,67.03400314348616,241.76185005509308,Sib,654.2690158638638,10.31348714649448,22.756115091238165
228,Xi_Sib_Proton_0.409_64.0_239.1_228,0.2691631271,1,Proton,0.40943693036390005,63.97289075802519,239.08125766638716,Sib,709.506846728297,9.037088240405865,17.36116274037621
229,Xi_Sib_Iron_0.967_85.3_120.8_229,0.0157492471,1,Iron,0.9668717468099565,85.29808535688758,120.75386107912644,Sib,631.1513944480937,18.298997178504578,176.5826874689574
230,Xi_Sib_Proton_1.21_79.4_285.7_230,0.6465619396,1,Proton,1.214659324751478,79.42500958404572,285.65903376062556,Sib,736.8983603347124,13.954886344658007,66.58268386691175
231,Xi_Sib_Iron_0.587_71.8_226.0_231,0.4097728834,1,Iron,0.5867893485910679,71.7638776082494,225.96281873542247,Sib,618.5719688715303,12.010277180004778,33.65013575945136
232,Xi_Sib_Proton_0.867_58.6_205.8_232,0.5385159471,1,Proton,0.8665530424623709,58.56126046756788,205.80327215482154,Sib,728.3921187814905,7.691153109132756,12.045695435426586
233,Xi_Sib_Iron_1.78_80.1_313.4_233,0.8256973189,1,Iron,1.7838996292308784,80.13114298454289,313.42228303329,Sib,646.5794840834626,15.126426467531928,77.42881420566181
234,Xi_Sib_Proton_0.547_55.5_306.2_234,0.7848906063,1,Proton,0.5471853579326739,55.491815957986766,306.2358417781677,Sib,716.81179912275,7.228428022234766,10.278126152721644
235,Xi_Sib_Iron_0.0697_59.9_19.38_235,0.8432364565,1,Iron,0.06973079775082278,59.94831094904226,19.376075657947265,Sib,564.9186287576247,9.690813410003102,16.5237545541773
236,Xi_Sib_Proton_1.48_77.3_185.7_236,0.9299056169,1,Proton,1.4849544158716421,77.29785020535499,185.72559319108035,Sib,741.9593610863809,12.922177787517285,51.50230551751528
237,Xi_Sib_Iron_2.78_85.2_309.2_237,0.7701806585,1,Iron,2.783706880912806,85.2029689608365,309.2168284308922,Sib,657.7881631714323,17.992863367151585,171.18137406771737
238,Xi_Sib_Proton_0.782_86.9_259.1_238,0.8663276442,1,Proton,0.7823800051704365,86.94926953862442,259.14128473801907,Sib,725.8182290888114,18.457775030254197,237.66572270653
239,Xi_Sib_Iron_0.375_75.6_345.3_239,0.2141520025,1,Iron,0.3749519742363378,75.62622735749316,345.30243783557796,Sib,607.2905873888179,13.490067314768567,48.019255659104424
240,Xi_Sib_Proton_0.548_84.9_125.4_240,0.2535758754,1,Proton,0.5475505054430556,84.88183965129609,125.4003747586891,Sib,716.8286026832826,17.276381815310742,156.61470061383008
241,Xi_Sib_Iron_0.0496_87.9_84.47_241,0.5632364515,1,Iron,0.04960700028803387,87.90536572235457,84.46779172955692,Sib,556.3414920423371,20.461261002275023,312.5632905138875
242,Xi_Sib_Proton_2.49_51.5_210.2_242,0.7131418535,1,Proton,2.4862239185959676,51.456657413932305,210.21390951330656,Sib,754.9413339343502,6.176339192810701,7.660848455348307
243,Xi_Sib_Iron_0.177_77.7_356.0_243,0.3360832536,1,Iron,0.17688902550053626,77.72847080517498,356.03032034006253,Sib,588.3666515833849,14.566245327828256,60.651710967156376
244,Xi_Sib_Proton_0.0589_81.0_301.9_244,0.5487982813,1,Proton,0.05893419178230465,81.02593426284025,301.86481282023396,Sib,660.681305258124,15.46638590835937,86.51132135981914
245,Xi_Sib_Iron_0.987_87.9_275.7_245,0.5418851440,1,Iron,0.9869000354710096,87.90407115621906,275.7146825833352,Sib,631.6678435457859,19.729465744895606,303.83925561382074
246,Xi_Sib_Proton_3.51_81.8_168.7_246,0.7328856064,1,Proton,3.507578744593825,81.84212564051539,168.70200053896096,Sib,763.610430919873,15.028586954706043,91.51463948716152
247,Xi_Sib_Iron_0.861_79.4_184.0_247,0.3500297857,1,Iron,0.8605007326669383,79.41040653892945,183.96158185836092,Sib,628.2155721775512,14.942765605786917,71.58346367564602
248,Xi_Sib_Proton_3.45_71.9_96.63_248,0.2059316359,1,Proton,3.4453905883956515,71.88192432926502,96.63079158947991,Sib,763.1598308564211,10.71981770910861,29.767879368192823
249,Xi_Sib_Iron_0.498_84.2_318.4_249,0.7686495290,1,Iron,0.4982496849021771,84.1968370374312,318.36395599352386,Sib,614.4519278977984,17.774777587126664,145.6859064202018
